projektzuordnung,aktenzeichen,aussergerichtliche_za_verschickt_datum,vergleich_annahme_durch_VW,I. Instanz: Urteil,Verkauft,Verkaufspreis,FIN,Gebühren erhalten,"Gebühren abweichend von 2,8",extracted_amount,EUR Amount
sk_grossmigration_2021,004344-2022/001:00,2/3/2022 15:07,9/29/2023,Vergleich,0,,TMBUH61Z5C2074971,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004347-2022/001:00,2/3/2022 15:10,11/8/2023,Vergleich,1,3500,WVWZZZ1KZCW310348,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,004384-2022/001:00,2/3/2022 15:20,3/13/2024,Vergleich,1,1000,WVWZZZ1KZBW526922,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,004311-2022/001:00,2/5/2022 7:29,9/29/2023,Vergleich,0,,VSSZZZ7NZCV510424,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004335-2022/001:00,2/5/2022 7:54,11/8/2023,Vergleich,1,11000,WVWZZZ1FZDV008547,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004415-2022/001:00,2/5/2022 8:04,10/19/2023,Vergleich,0,,WVWZZZ1KZ9M287598,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,004419-2022/001:00,2/5/2022 8:10,9/11/2023,Vergleich,0,,WVGZZZ1TZDW088910,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004429-2022/001:00,2/5/2022 8:11,10/19/2023,Vergleich,0,,TMBHT61Z8D2088915,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004436-2022/001:00,2/5/2022 8:14,9/29/2023,Vergleich,0,,TMBJE73T9E9046658,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004452-2022/001:00,2/5/2022 8:32,9/29/2023,Vergleich,0,,WVWZZZ1KZCM653554,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004453-2022/001:00,2/5/2022 8:44,11/8/2023,Vergleich,1,11568.75,WVGZZZ5NZBW090944,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004293-2022/001:00,2/8/2022 8:44,11/6/2023,Vergleich,1,5830.25,WV1ZZZ2KZEX049911,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004305-2022/001:00,2/7/2022 14:57,11/6/2023,Vergleich,1,1,WVWZZZ3CZ8E196278,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004017-2022/001:00,2/3/2022 8:19,9/29/2023,Vergleich,0,,WVWZZZ3CZFE053650,"€ 1,451.90",,"1.451,90 EUR","1.451,90 "
sk_grossmigration_2021,004039-2022/001:00,2/1/2022 16:12,9/29/2023,Vergleich,0,,WV2ZZZ2KZCX089688,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004050-2022/001:00,2/1/2022 16:15,11/8/2023,Vergleich,1,8000,WVGZZZ5NZFW000368,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004040-2022/001:00,2/2/2022 10:41,9/29/2023,Vergleich,0,,TMBJE73T1E9029367,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004012-2022/001:00,2/3/2022 7:03,3/8/2024,Vergleich,0,,WAUZZZ8P4BA023844,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004014-2022/001:00,2/3/2022 7:05,9/29/2023,Vergleich,0,,WVWZZZ7NZEV030183,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004023-2022/001:00,2/2/2022 10:35,9/29/2023,Vergleich,0,,WVGZZZ1TZCW047027,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004027-2022/001:00,2/1/2022 15:53,9/29/2023,Vergleich,0,,WVGZZZ1TZCW072852,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004044-2022/001:00,2/2/2022 10:42,10/19/2023,Vergleich,0,,WVGZZZ1TZCW117015,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,004061-2022/001:00,2/3/2022 7:58,9/29/2023,Vergleich,0,,VSSZZZ7NZFV500250,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004070-2022/001:00,2/3/2022 8:00,2/23/2024,Vergleich,0,,WAUZZZ8K4DA223064,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,004062-2022/001:00,2/3/2022 8:01,9/29/2023,Vergleich,0,,WVWZZZ3CZEE134798,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004063-2022/001:00,2/3/2022 8:03,10/19/2023,Vergleich,0,,WVWZZZ3CZCE712763,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004068-2022/001:00,2/3/2022 8:07,9/29/2023,Vergleich,0,,TMBHT61Z2D2069857,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004078-2022/001:00,2/3/2022 10:05,9/29/2023,Vergleich,0,,WAUZZZ8K2EA017422,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004091-2022/001:00,2/3/2022 8:43,10/19/2023,Vergleich,0,,TMBCT61Z3C2135065,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,004092-2022/001:00,2/3/2022 8:45,2/1/2024,Vergleich,0,,WAUZZZ8UXCR033870,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004493-2022/001:00,2/5/2022 13:37,9/29/2023,Vergleich,0,,WV2ZZZ2KZDX047778,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004074-2022/001:00,2/3/2022 11:37,11/6/2023,Vergleich,1,12500,WVWZZZ7NZEV030293,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,004079-2022/001:00,2/2/2022 11:08,9/29/2023,Vergleich,0,,TMBEJ65J9D3073332,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004088-2022/001:00,2/2/2022 11:12,10/19/2023,Vergleich,0,,WVWZZZ1KZAW381696,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,004086-2022/001:00,2/2/2022 10:32,9/29/2023,Vergleich,0,,WVGZZZ5NZDW113983,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,004090-2022/001:00,2/2/2022 10:34,9/29/2023,Vergleich,0,,WVWZZZ3CZDE064356,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004597-2022/001:00,2/5/2022 13:42,9/29/2023,Vergleich,0,,WVGZZZ5NZBW108750,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004104-2022/001:00,2/2/2022 11:17,9/29/2023,Vergleich,0,,WVWZZZ3CZ9E508493,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004125-2022/001:00,2/3/2022 8:50,11/8/2023,Vergleich,0,,WVWZZZ1FZ9V005722,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004127-2022/001:00,2/3/2022 8:55,10/19/2023,Vergleich,0,,WVGZZZ1TZEW102567,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,004129-2022/001:00,2/3/2022 8:59,7/26/2023,Vergleich,0,,WVGZZZ1TZFW087941,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004130-2022/001:00,2/3/2022 9:00,10/19/2023,Vergleich,0,,WVGZZZ5NZAW008856,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004102-2022/001:00,2/2/2022 10:44,9/29/2023,Vergleich,0,,WVGZZZ5NZ9W031753,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,003925-2022/001:00,2/2/2022 14:11,7/26/2023,Vergleich,0,,WAUZZZ8UXDR077675,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,004110-2022/001:00,2/2/2022 10:49,9/29/2023,Vergleich,0,,WVGZZZ1TZDW070920,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,003420-2022/001:00,1/28/2022 15:00,9/29/2023,Vergleich,0,,VSSZZZ7NZCV518257,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004115-2022/001:00,2/2/2022 11:03,9/29/2023,Vergleich,0,,VSSZZZ7NZFV510153,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004116-2022/001:00,2/2/2022 11:04,9/29/2023,Vergleich,0,,VSSZZZ7NZDV507841,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004139-2022/001:00,2/2/2022 15:03,7/26/2023,Vergleich,0,,VSSZZZ7NZEV513497,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004145-2022/001:00,2/2/2022 15:20,9/29/2023,Vergleich,0,,TMBJT21Z6C2174801,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004180-2022/001:00,2/2/2022 15:29,9/29/2023,Vergleich,0,,WVGZZZ5NZDW001336,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004177-2022/001:00,2/2/2022 15:05,7/26/2023,Vergleich,0,,TMBLE75L6D6039737,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004179-2022/001:00,2/2/2022 15:41,11/6/2023,Vergleich,1,4500,WAUZZZ8P1CA019025,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004197-2022/001:00,2/2/2022 15:47,9/29/2023,Vergleich,0,,WV2ZZZ2KZCX088457,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,004208-2022/001:00,2/3/2022 9:01,9/29/2023,Vergleich,0,,VSSZZZ7NZDV505053,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004147-2022/001:00,2/2/2022 13:56,2/20/2024,Vergleich,0,,TMBJT75L5D6030041,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,004150-2022/001:00,2/2/2022 13:56,10/2/2023,Vergleich,0,,WVGZZZ1TZEW084476,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004151-2022/001:00,2/2/2022 13:58,9/29/2023,Vergleich,0,,VSSZZZ7NZEV506705,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004153-2022/001:00,2/2/2022 13:59,9/29/2023,Vergleich,0,,WAUZZZ8K0DA226897,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004154-2022/001:00,2/2/2022 14:00,9/29/2023,Vergleich,0,,WVWZZZ3CZCE120387,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004183-2022/001:00,2/2/2022 14:03,10/2/2023,Vergleich,0,,WAUZZZ8P0BA110625,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004186-2022/001:00,2/2/2022 14:05,9/29/2023,Vergleich,0,,TMBJC75L2A6025617,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004157-2022/001:00,2/3/2022 9:14,9/29/2023,Vergleich,0,,WVWZZZ3CZEE039949,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,004158-2022/001:00,2/3/2022 9:16,9/29/2023,Vergleich,0,,WVWZZZ3CZEE096090,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004161-2022/001:00,2/2/2022 13:49,9/29/2023,Vergleich,0,,WVWZZZ7NZCV004194,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004162-2022/001:00,2/8/2022 8:52,9/29/2023,Vergleich,0,,WVWZZZ3CZDE553055,"€ 1,451.90",,"1.451,90 EUR","1.451,90 "
sk_grossmigration_2021,004169-2022/001:00,2/2/2022 13:58,9/29/2023,Vergleich,0,,WVGZZZ1TZEW064061,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004170-2022/001:00,2/2/2022 13:59,10/2/2023,Vergleich,0,,WVWZZZ3CZEE050126,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004175-2022/001:00,2/3/2022 8:05,9/29/2023,Vergleich,0,,TMBLD75L4D6077650,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,003977-2022/001:00,2/1/2022 14:18,9/29/2023,Vergleich,0,,VSSZZZ7NZDV501389,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,003932-2022/001:00,2/2/2022 14:42,10/19/2023,Vergleich,0,,TMBJK65J0D3083226,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,004181-2022/001:00,2/2/2022 14:08,9/29/2023,Vergleich,0,,WVGZZZ1TZDW045451,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004198-2022/001:00,2/2/2022 14:15,9/29/2023,Vergleich,0,,WVGZZZ5NZFW105139,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004188-2022/001:00,2/2/2022 15:32,7/26/2023,Vergleich,0,,WAUZZZ8K0DA240363,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,004207-2022/001:00,2/2/2022 15:40,11/6/2023,Vergleich,0,,WVWZZZ1KZCW315182,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004219-2022/001:00,2/2/2022 15:47,7/26/2023,Vergleich,0,,WVWZZZ3CZDE033841,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004220-2022/001:00,2/2/2022 15:49,9/29/2023,Vergleich,0,,WVWZZZ3CZEE511339,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004195-2022/001:00,2/2/2022 14:06,9/29/2023,Vergleich,0,,TMBJC75L2C6058958,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004204-2022/001:00,2/2/2022 14:10,10/19/2023,Vergleich,0,,TMBEJ6NH2F4544327,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004205-2022/001:00,2/2/2022 14:11,7/26/2023,Vergleich,0,,TMBJF73TXE9028442,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004210-2022/001:00,2/2/2022 14:16,10/19/2023,Vergleich,0,,WVWZZZ1KZDM665835,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004221-2022/001:00,2/3/2022 15:11,7/26/2023,Vergleich,0,,VSSZZZ7NZFV515984,"€ 1,899.10",,"1.899,10 EUR","1.899,10 "
sk_grossmigration_2021,004225-2022/001:00,2/3/2022 9:37,10/19/2023,Vergleich,0,,WAUZZZ8R5AA044251,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004226-2022/001:00,2/3/2022 9:40,9/29/2023,Vergleich,0,,VSSZZZ7NZEV515293,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004528-2022/001:00,2/5/2022 13:47,9/29/2023,Vergleich,0,,VSSZZZ7NZFV516890,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004232-2022/001:00,2/3/2022 9:45,10/19/2023,Vergleich,0,,TMBJC75L1D6092388,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004222-2022/001:00,2/2/2022 15:51,9/29/2023,Vergleich,0,,WAUZZZ8KX9A164884,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004224-2022/001:00,2/3/2022 9:44,9/29/2023,Vergleich,0,,WVGZZZ1TZDW060002,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,003974-2022/001:00,2/1/2022 15:46,9/29/2023,Vergleich,0,,WVGZZZ5NZBW007238,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004233-2022/001:00,2/3/2022 8:32,10/19/2023,Vergleich,0,,WVWZZZ7NZCV002893,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,003952-2022/001:00,2/1/2022 15:49,9/29/2023,Vergleich,0,,WVWZZZ3CZDE079942,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004263-2022/001:00,2/3/2022 15:14,9/29/2023,Vergleich,0,,WVGZZZ5NZDW568293,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004298-2022/001:00,2/3/2022 15:44,9/29/2023,Vergleich,0,,WVWZZZ7NZCV015450,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004327-2022/001:00,2/4/2022 9:45,9/29/2023,Vergleich,0,,TMBUH61Z0B2153172,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004365-2022/001:00,2/4/2022 10:28,9/29/2023,Vergleich,0,,TMBLD75L2F6033357,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004248-2022/001:00,2/7/2022 14:34,7/26/2023,Vergleich,0,,WVWZZZ13ZDV023397,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,004252-2022/001:00,2/7/2022 14:38,9/29/2023,Vergleich,0,,WVWZZZ3CZDE049760,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,003991-2022/001:00,2/1/2022 15:56,9/29/2023,Vergleich,0,,WVGZZZ1TZCW121807,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004274-2022/001:00,2/7/2022 14:51,9/29/2023,Vergleich,0,,WVGZZZ5NZFW079306,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,003955-2022/001:00,2/1/2022 15:46,9/29/2023,Vergleich,0,,WVWZZZ7NZDV038289,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004285-2022/001:00,2/3/2022 13:04,9/29/2023,Vergleich,0,,WVGZZZ5NZCW590422,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004288-2022/001:00,2/3/2022 13:05,9/29/2023,Vergleich,0,,WVWZZZ1FZEV002600,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004301-2022/001:00,2/3/2022 13:10,9/29/2023,Vergleich,0,,WVGZZZ1TZDW021833,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,003960-2022/001:00,2/1/2022 15:48,9/29/2023,Vergleich,0,,WVGZZZ5NZEW061291,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004286-2022/001:00,2/4/2022 11:11,4/16/2024,Vergleich,0,,WVGZZZ5NZFW594726,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,003962-2022/001:00,2/1/2022 16:12,11/6/2023,Vergleich,0,,TMBLD75LXD6086580,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004296-2022/001:00,2/4/2022 11:15,10/19/2023,Vergleich,0,,WVWZZZ3CZCE130881,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004302-2022/001:00,2/4/2022 11:16,9/29/2023,Vergleich,0,,WVWZZZ16ZDM041291,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,004314-2022/001:00,2/4/2022 11:17,7/26/2023,Vergleich,0,,WVWZZZ3CZCE701965,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004321-2022/001:00,2/4/2022 11:19,7/26/2023,Vergleich,0,,WVWZZZ1KZFK008764,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,005303-2022/001:00,2/24/2022 14:28,10/2/2023,Vergleich,0,,WVWZZZ1KZCW110544,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004331-2022/001:00,2/4/2022 11:23,9/29/2023,Vergleich,0,,WVGZZZ5NZFW026598,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,003967-2022/001:00,2/1/2022 15:50,7/26/2023,Vergleich,0,,VSSZZZ7NZFV513306,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004339-2022/001:00,2/4/2022 11:26,7/26/2023,Vergleich,0,,WVGZZZ5NZDW060683,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,004408-2022/001:00,2/4/2022 11:39,9/29/2023,Vergleich,0,,WAUZZZ8K0AA069335,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004411-2022/001:00,2/4/2022 13:25,9/29/2023,Vergleich,0,,WVGZZZ5NZEW121445,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004414-2022/001:00,2/4/2022 13:27,10/19/2023,Vergleich,0,,WVWZZZ1KZBP126310,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004417-2022/001:00,2/4/2022 13:28,10/19/2023,Vergleich,0,,WVGZZZ5NZEW022228,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,003998-2022/001:00,2/1/2022 16:04,9/29/2023,Vergleich,0,,WVGZZZ1TZFW060382,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004045-2022/001:00,2/1/2022 16:08,9/29/2023,Vergleich,0,,WVGZZZ5NZCW074711,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,004049-2022/001:00,2/1/2022 16:09,11/15/2023,Vergleich,0,,WVWZZZ1KZBW170506,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,004051-2022/001:00,2/1/2022 16:10,9/29/2023,Vergleich,0,,WV2ZZZ2KZCX143777,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,004004-2022/001:00,2/2/2022 15:40,10/19/2023,Vergleich,0,,WAUZZZ8K1AA011072,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,004008-2022/001:00,2/2/2022 15:41,10/19/2023,Vergleich,0,,WVWZZZ1KZBP087846,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,004013-2022/001:00,2/2/2022 15:47,9/29/2023,Vergleich,0,,VSSZZZ7NZCV521393,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004015-2022/001:00,2/2/2022 15:52,9/29/2023,Vergleich,0,,WVGZZZ5NZBW038119,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,004016-2022/001:00,2/2/2022 15:54,11/8/2023,Vergleich,0,,WVWZZZ3CZAE209528,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,004018-2022/001:00,2/2/2022 15:58,9/29/2023,Vergleich,0,,WVGZZZ1TZEW002208,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004019-2022/001:00,2/3/2022 8:22,7/26/2023,Vergleich,0,,WAUZZZ8U4ER119453,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,004031-2022/001:00,2/3/2022 9:29,7/26/2023,Vergleich,0,,TMBLD75L0D6061249,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,004032-2022/001:00,2/3/2022 9:51,9/29/2023,Vergleich,0,,WVWZZZ1FZCV005984,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,004038-2022/001:00,2/3/2022 9:54,10/19/2023,Vergleich,0,,WVWZZZ3CZCE098051,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,003906-2022/001:00,2/1/2022 15:12,9/29/2023,Vergleich,0,,WVWZZZ3CZEE121195,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000127-2022/001:00,1/11/2022 11:08,11/6/2023,Vergleich,1,2600,WVGZZZ5NZBW050894,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,003924-2022/001:00,2/2/2022 9:52,9/29/2023,Vergleich,0,,TMBKE61Z5D2107209,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,003946-2022/001:00,2/2/2022 10:08,10/19/2023,Vergleich,0,,TMBNL65J3E5010971,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,003959-2022/001:00,2/2/2022 10:13,9/29/2023,Vergleich,0,,TMBJF73T7E9045201,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000326-2022/001:00,1/12/2022 10:55,10/19/2023,Vergleich,0,,WVGZZZ1TZCW100448,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000328-2022/001:00,1/12/2022 13:43,9/29/2023,Vergleich,0,,WVGZZZ1TZCW055816,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000115-2022/001:00,1/11/2022 10:28,11/6/2023,Vergleich,1,8700,WVGZZZ1TZEW078487,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000105-2022/001:00,1/11/2022 9:36,9/29/2023,Vergleich,0,,WAUZZZ8K8DA057812,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,003947-2022/001:00,2/1/2022 14:00,7/16/2024,Vergleich,0,,TMBHT61Z1B2067482,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000145-2022/001:00,1/11/2022 13:18,9/29/2023,Vergleich,0,,TMBJF93T0B9067483,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,003920-2022/001:00,2/1/2022 13:51,9/29/2023,Vergleich,0,,wvwzzz7nzdv009727,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,003982-2022/001:00,2/2/2022 10:40,11/6/2023,Vergleich,1,2983.19,TMBKT61Z4C2010118,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000094-2022/001:00,1/11/2022 8:24,11/6/2023,Vergleich,1,14000,WAUZZZ8U7DR078735,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,003769-2022/001:00,1/31/2022 13:53,10/19/2023,Vergleich,0,,WAUZZZ8X1CB046476,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,003768-2022/001:00,1/31/2022 15:29,10/19/2023,Vergleich,0,,WVWZZZ1KZCW503451,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,003775-2022/001:00,1/31/2022 15:43,9/29/2023,Vergleich,0,,WV2ZZZ2KZEX053001,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,003795-2022/001:00,1/31/2022 14:22,2/20/2024,Vergleich,1,6880.5,Wvwzzz13zdv025803,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
